country_code,country_name,region,sub_region,intermediate_region,indicator_code,indicator_name,year,inflation_rate,income_group,previous_inflation,avg_inflation_3yr
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1982-01-01,0.0,,0.0,0.0
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1983-01-01,0.0,,0.0,0.0
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1984-01-01,0.0,,0.0,0.0
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1985-01-01,4.03225805628628,,0.0,1.3440860187620933
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1986-01-01,1.07396640826829,,4.03225805628628,1.70207482151819
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1987-01-01,3.64304545817706,,1.07396640826829,2.9164233075772104
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1988-01-01,3.12186849610723,,3.64304545817706,2.61296012085086
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1989-01-01,3.99162804604575,,3.12186849610723,3.585514000110013
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1990-01-01,5.83668775158166,,3.99162804604575,4.316728097911547
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1991-01-01,5.55555555555579,,5.83668775158166,5.127957117727734
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1992-01-01,3.8733753699648,,5.55555555555579,5.088539559034083
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1993-01-01,5.2155599603571,,3.8733753699648,4.88149696195923
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1994-01-01,6.3110797127044,,5.2155599603571,5.1333383476754335
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1995-01-01,3.36139107320899,,6.3110797127044,4.962676915423497
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1996-01-01,3.22528797213979,,3.36139107320899,4.299252919351059
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1997-01-01,2.99994809778412,,3.22528797213979,3.1955423810443
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1998-01-01,1.86948853615541,,2.99994809778412,2.6982415353597733
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1999-01-01,2.28037198258753,,1.86948853615541,2.3832695388423537
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2000-01-01,4.04402131190513,,2.28037198258753,2.731293943549357
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2001-01-01,2.88360430316264,,4.04402131190513,3.069332532551767
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2002-01-01,3.31524678585423,,2.88360430316264,3.414290800307333
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2003-01-01,3.65636507938418,,3.31524678585423,3.2850720561336835
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2004-01-01,2.52912946932762,,3.65636507938418,3.1669137781886767
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2005-01-01,3.39778677828806,,2.52912946932762,3.194427108999953
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2006-01-01,3.60802438784541,,3.39778677828806,3.178313545153697
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2007-01-01,5.39256784475517,,3.60802438784541,4.132793003629547
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2008-01-01,8.95598705177784,,5.39256784475517,5.98552642812614
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2009-01-01,-2.13542872046937,,8.95598705177784,4.07104205868788
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2010-01-01,2.07814071860787,,-2.13542872046937,2.9662330166387796
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2011-01-01,4.31629742195203,,2.07814071860787,1.4196698066968434
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2012-01-01,0.627471992893373,,4.31629742195203,2.3406367111510913
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2013-01-01,-2.37206524252261,,0.627471992893373,0.8572347241075976
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2014-01-01,0.421440918881214,,-2.37206524252261,-0.44105077691600775
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2015-01-01,0.474763597342641,,0.421440918881214,-0.49195357543291846
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2016-01-01,-0.931195987079561,,0.474763597342641,-0.011663823618568733
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2017-01-01,-1.02828178762012,,-0.931195987079561,-0.49490472578568007
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2018-01-01,3.62604141352961,,-1.02828178762012,0.5555212129433096
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2019-01-01,4.25746204335428,,3.62604141352961,2.2850738897545897
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2020-01-01,0.0,,4.25746204335428,2.627834485627963
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2021-01-01,0.0,,0.0,1.4191540144514265
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2022-01-01,0.0,,0.0,0.0
ABW,ARUBA,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2023-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1960-01-01,0.0,,,
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1961-01-01,0.0,,0.0,
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1962-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1963-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1964-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1965-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1966-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1967-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1968-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1969-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1970-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1971-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1972-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1973-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1974-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1975-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1976-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1977-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1978-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1979-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1980-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1981-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1982-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1983-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1984-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1985-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1986-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1987-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1988-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1989-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1990-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1991-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1992-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1993-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1994-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1995-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1996-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1997-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1998-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",1999-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2000-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2001-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2002-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2003-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2004-01-01,0.0,,0.0,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2005-01-01,12.6862687216715,,0.0,4.228756240557167
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2006-01-01,6.78459655001657,,12.6862687216715,6.490288423896023
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2007-01-01,8.68057078513405,,6.78459655001657,9.383812018940707
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2008-01-01,26.4186641547445,,8.68057078513405,13.961277163298371
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2009-01-01,-6.81116108898993,,26.4186641547445,9.429357950296206
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2010-01-01,2.17853752389414,,-6.81116108898993,7.262013529882903
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2011-01-01,11.8041858089129,,2.17853752389414,2.3905207479390356
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2012-01-01,6.44121280934117,,11.8041858089129,6.807978714049402
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2013-01-01,7.38577178397855,,6.44121280934117,8.543723467410873
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2014-01-01,4.67399603536305,,7.38577178397855,6.166993542894256
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2015-01-01,-0.66170916471352,,4.67399603536305,3.7993528848760256
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,FP.CPI.TOTL.ZG,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",2016-01-01,4.38389195513893,,-0.66170916471352,2.798726275262819
